Date,Product,Region,Channel,Category,Unit_Price,Units_Sold,Discount_Pct,Revenue,Cost,Profit,Customer_Type
2023-01-02,Yogurt,South,Online,Fermented Dairy,2.5328334649115947,44,7.2,103.42,62.57,40.85,Wholesale
2023-01-02,Milk,West,Online,Fresh Dairy,2.1005340228414107,56,6.3,110.22,71.34,38.88,Regular
2023-01-02,Milk,Central,Wholesale,Fresh Dairy,2.1467509745229805,104,5.9,210.09,141.4,68.69,Wholesale
2023-01-02,Paneer,East,Wholesale,Fresh Dairy,6.257952171550725,62,10.7,346.48,218.34,128.14,New
2023-01-02,Paneer,West,Wholesale,Fresh Dairy,6.046333516243353,66,14.6,340.8,227.84,112.96,New
2023-01-02,Paneer,Central,Retail Store,Fresh Dairy,5.679630038556261,40,11.0,202.19,137.71,64.48,Wholesale
2023-01-02,Butter,East,Supermarket,Dairy Fat,4.214016041222974,42,10.4,158.58,94.49,64.09,Regular
2023-01-02,Flavored Milk,South,Supermarket,Beverage,2.3428038553074955,50,9.2,106.36,50.78,55.58,Wholesale
2023-01-02,Curd,East,Retail Store,Fermented Dairy,1.8566751189440631,38,5.2,66.88,40.72,26.16,Regular
2023-01-02,Milk,East,Wholesale,Fresh Dairy,2.066233540293108,92,7.1,176.6,131.32,45.28,Regular
2023-01-02,Milk,North,Supermarket,Fresh Dairy,2.284809951487481,75,7.0,159.37,104.94,54.43,Regular
2023-01-02,Paneer,North,Retail Store,Fresh Dairy,5.203263993939795,33,2.1,168.1,113.86,54.24,Regular
2023-01-02,Cream,Central,Supermarket,Fresh Dairy,3.4369461431826482,35,11.5,106.46,71.8,34.66,New
2023-01-02,Cream,South,Retail Store,Fresh Dairy,3.4190962231862763,31,10.7,94.65,63.34,31.31,Regular
2023-01-02,Butter,North,Wholesale,Dairy Fat,3.7947120482242798,48,1.8,178.87,100.63,78.24,Wholesale
2023-01-02,Milk,East,Retail Store,Fresh Dairy,2.143725828434929,58,11.0,110.66,79.0,31.66,New
2023-01-02,Buttermilk,East,Retail Store,Beverage,1.4265222397539143,63,8.1,82.59,41.4,41.19,Wholesale
2023-01-02,Buttermilk,North,Supermarket,Beverage,1.4833368696383835,53,6.5,73.51,39.86,33.65,Regular
2023-01-02,Ghee,North,Retail Store,Dairy Fat,8.344927215355645,19,9.1,144.13,78.97,65.16,Wholesale
2023-01-02,Cheese,North,Wholesale,Processed Dairy,6.070850432057234,48,12.7,254.39,165.59,88.8,New
2023-01-02,Cheese,West,Wholesale,Processed Dairy,6.622981855307659,57,8.7,344.67,215.94,128.73,Regular
2023-01-02,Milk,North,Retail Store,Fresh Dairy,1.9961523731429052,65,2.2,126.9,90.04,36.86,Regular
2023-01-03,Butter,North,Retail Store,Dairy Fat,4.515813880321164,41,0.0,185.15,104.86,80.29,Regular
2023-01-03,Curd,North,Online,Fermented Dairy,1.6359319391432963,33,6.4,50.53,30.54,19.99,Regular
2023-01-03,Cheese,East,Wholesale,Processed Dairy,5.82079861387147,48,2.2,273.25,166.29,106.96,Regular
2023-01-03,Butter,Central,Supermarket,Dairy Fat,4.324287350870474,56,3.2,234.41,137.93,96.48,Wholesale
2023-01-03,Flavored Milk,East,Retail Store,Beverage,2.4906789086490164,53,13.5,114.19,58.08,56.11,Regular
2023-01-03,Cheese,West,Retail Store,Processed Dairy,6.041077766516576,41,8.9,225.64,138.36,87.28,Regular
2023-01-03,Flavored Milk,South,Retail Store,Beverage,2.421029222637083,58,9.6,126.94,67.39,59.55,Regular
2023-01-03,Yogurt,West,Retail Store,Fermented Dairy,2.6628907337006775,41,11.4,96.73,59.4,37.33,Wholesale
2023-01-03,Cheese,West,Wholesale,Processed Dairy,6.664543548135322,53,7.7,326.02,210.35,115.67,Wholesale
2023-01-03,Flavored Milk,East,Supermarket,Beverage,2.4190089408182818,52,8.0,115.73,60.71,55.02,New
2023-01-03,Milk,North,Retail Store,Fresh Dairy,2.095754802310235,52,0.0,108.98,77.29,31.69,Regular
2023-01-03,Butter,East,Retail Store,Dairy Fat,4.100477031468144,35,4.3,137.35,86.72,50.63,Regular
2023-01-03,Curd,East,Online,Fermented Dairy,1.4992608494348043,58,8.4,79.65,45.18,34.47,New
2023-01-03,Flavored Milk,Central,Retail Store,Beverage,2.7340711446120896,54,6.3,138.34,76.87,61.47,Regular
2023-01-03,Yogurt,South,Retail Store,Fermented Dairy,2.6511385759890933,44,12.3,102.3,61.52,40.78,Regular
2023-01-03,Curd,West,Online,Fermented Dairy,1.7748987605231805,28,12.0,43.73,27.85,15.88,Wholesale
2023-01-03,Curd,West,Retail Store,Fermented Dairy,1.6526420995988418,68,1.7,110.47,69.99,40.48,New
2023-01-03,Flavored Milk,West,Online,Beverage,2.3623835194383602,37,8.7,79.8,41.69,38.11,Wholesale
2023-01-03,Butter,North,Supermarket,Dairy Fat,4.3118188083609565,49,10.1,189.94,106.61,83.33,Regular
2023-01-03,Curd,North,Retail Store,Fermented Dairy,1.6136132091518158,52,11.3,74.43,41.6,32.83,Regular
2023-01-03,Cream,South,Supermarket,Fresh Dairy,3.4435399749480995,33,4.7,108.3,74.03,34.27,Regular
2023-01-03,Yogurt,East,Supermarket,Fermented Dairy,2.967620789617515,56,7.5,153.72,87.86,65.86,Regular
2023-01-03,Curd,East,Supermarket,Fermented Dairy,1.6429470146429974,65,6.8,99.53,61.73,37.8,Wholesale
2023-01-03,Cheese,North,Supermarket,Processed Dairy,6.358757021560791,47,5.8,281.53,168.36,113.17,Regular
2023-01-03,Flavored Milk,East,Online,Beverage,2.7179824072932317,49,6.5,124.52,62.11,62.41,New
2023-01-03,Ghee,North,Online,Dairy Fat,8.815917751936977,23,11.7,179.04,96.78,82.26,Regular
2023-01-03,Butter,West,Supermarket,Dairy Fat,4.394884027685788,31,14.6,116.35,65.23,51.12,Wholesale
2023-01-03,Buttermilk,Central,Supermarket,Beverage,1.5199248303294997,62,11.7,83.21,44.47,38.74,Regular
2023-01-03,Butter,North,Online,Dairy Fat,3.881131522821265,25,6.2,91.01,49.21,41.8,Regular
2023-01-03,Curd,North,Retail Store,Fermented Dairy,1.6479049111231792,43,9.4,64.2,35.82,28.38,Regular
2023-01-03,Paneer,South,Retail Store,Fresh Dairy,5.9022741188827315,47,4.0,266.31,184.32,81.99,Regular
2023-01-03,Ghee,Central,Supermarket,Dairy Fat,8.343222998523755,22,9.4,166.3,94.74,71.56,Regular
2023-01-03,Ghee,East,Wholesale,Dairy Fat,8.581040336857892,47,6.1,378.71,210.28,168.43,Regular
2023-01-03,Ghee,North,Retail Store,Dairy Fat,9.493832805126047,25,7.1,220.49,134.73,85.76,Regular
2023-01-03,Yogurt,West,Retail Store,Fermented Dairy,2.731892633453813,42,5.7,108.2,63.61,44.59,Regular
2023-01-03,Paneer,Central,Wholesale,Fresh Dairy,5.694093763298376,49,8.2,256.13,181.1,75.03,New
2023-01-03,Butter,West,Wholesale,Dairy Fat,4.279626613344357,51,1.2,215.64,127.53,88.11,Wholesale
2023-01-03,Flavored Milk,North,Retail Store,Beverage,2.209471572913574,34,11.7,66.33,34.6,31.73,Regular
2023-01-04,Paneer,South,Retail Store,Fresh Dairy,5.944175146739472,35,8.3,190.78,142.85,47.93,Wholesale
2023-01-04,Cheese,East,Supermarket,Processed Dairy,7.134219308407599,35,9.2,226.73,136.18,90.55,New
2023-01-04,Ghee,South,Supermarket,Dairy Fat,8.444027986143842,32,14.7,230.49,127.63,102.86,Regular
2023-01-04,Milk,East,Supermarket,Fresh Dairy,2.2953180176407924,74,10.3,152.36,103.85,48.51,New
2023-01-04,Cheese,South,Supermarket,Processed Dairy,6.590114587899325,35,13.6,199.29,123.47,75.82,New
2023-01-04,Curd,North,Supermarket,Fermented Dairy,1.6260319844095752,48,8.6,71.34,44.11,27.23,New
2023-01-04,Milk,South,Wholesale,Fresh Dairy,2.2809281911935146,105,4.3,229.2,166.07,63.13,Regular
2023-01-04,Buttermilk,North,Supermarket,Beverage,1.3027578037914092,57,8.3,68.09,34.66,33.43,New
2023-01-04,Buttermilk,East,Supermarket,Beverage,1.2368388131832189,72,14.0,76.59,39.27,37.32,Regular
2023-01-04,Milk,West,Wholesale,Fresh Dairy,2.2243841037788927,101,9.9,202.42,134.39,68.03,Regular
2023-01-04,Yogurt,East,Supermarket,Fermented Dairy,2.817536580412547,61,10.5,153.82,92.25,61.57,Regular
2023-01-04,Paneer,Central,Wholesale,Fresh Dairy,5.726041262452307,66,12.2,331.81,232.08,99.73,New
2023-01-04,Buttermilk,South,Wholesale,Beverage,1.3605932661366495,77,11.9,92.3,45.43,46.87,Wholesale
2023-01-04,Milk,South,Online,Fresh Dairy,2.1853685322098646,53,8.4,106.1,72.1,34.0,New
2023-01-04,Milk,Central,Online,Fresh Dairy,2.2778914890206954,47,5.8,100.85,73.14,27.71,Wholesale
2023-01-04,Flavored Milk,South,Wholesale,Beverage,2.682090323833493,64,6.1,161.18,85.75,75.43,Regular
2023-01-04,Paneer,Central,Supermarket,Fresh Dairy,6.0772197777943635,40,0.5,241.87,167.12,74.75,Regular
2023-01-04,Yogurt,East,Wholesale,Fermented Dairy,2.6142571695695804,75,1.3,193.52,110.86,82.66,Regular
2023-01-04,Buttermilk,West,Retail Store,Beverage,1.5176238331159202,50,5.4,71.78,37.01,34.77,Regular
2023-01-04,Curd,South,Online,Fermented Dairy,1.6770173976607492,47,9.7,71.17,45.1,26.07,Regular
2023-01-04,Yogurt,East,Supermarket,Fermented Dairy,3.2313365067767443,35,3.8,108.8,63.21,45.59,New
2023-01-04,Cream,North,Supermarket,Fresh Dairy,3.259993797330136,32,7.6,96.39,61.6,34.79,Regular
2023-01-04,Buttermilk,East,Supermarket,Beverage,1.4743956368362123,53,8.0,71.89,38.34,33.55,Wholesale
2023-01-04,Ghee,Central,Retail Store,Dairy Fat,9.033366556271496,26,7.9,216.31,135.77,80.54,Regular
2023-01-04,Curd,Central,Online,Fermented Dairy,1.5932919435349848,64,5.9,95.95,54.41,41.54,Regular
2023-01-04,Curd,North,Retail Store,Fermented Dairy,1.6750856830705967,65,10.8,97.12,57.79,39.33,New
2023-01-04,Curd,East,Supermarket,Fermented Dairy,1.5354932913593573,56,9.2,78.08,46.8,31.28,Regular
2023-01-04,Flavored Milk,East,Retail Store,Beverage,2.8660084996672675,48,11.2,122.16,61.89,60.27,Regular
2023-01-04,Buttermilk,South,Retail Store,Beverage,1.4681432777902874,64,9.6,84.94,46.35,38.59,Regular
2023-01-04,Cheese,North,Supermarket,Processed Dairy,6.833531439832994,48,10.1,294.88,181.44,113.44,Regular
2023-01-04,Curd,North,Retail Store,Fermented Dairy,1.6554850210491083,60,13.9,85.52,49.39,36.13,Regular
2023-01-04,Curd,South,Retail Store,Fermented Dairy,1.5964779741681276,64,3.6,98.5,61.4,37.1,Regular
2023-01-04,Flavored Milk,South,Supermarket,Beverage,2.2845542340579033,56,0.3,127.55,62.17,65.38,Wholesale
2023-01-04,Milk,West,Retail Store,Fresh Dairy,2.0699756102809443,45,15.1,79.08,54.74,24.34,Regular
2023-01-04,Flavored Milk,South,Supermarket,Beverage,2.5378383517419723,54,14.2,117.58,58.39,59.19,New
2023-01-04,Ghee,Central,Online,Dairy Fat,8.469059203948486,26,11.5,194.87,119.69,75.18,Regular
2023-01-04,Cream,North,Online,Fresh Dairy,3.7588796913596694,32,6.3,112.71,80.61,32.1,Regular
2023-01-04,Cream,North,Retail Store,Fresh Dairy,3.489712965452336,37,9.0,117.5,76.93,40.57,Regular
2023-01-04,Cheese,Central,Wholesale,Processed Dairy,6.600812843342789,44,7.5,268.65,164.53,104.12,Regular
2023-01-04,Curd,Central,Online,Fermented Dairy,1.4869524588844376,38,5.8,53.23,31.6,21.63,New
2023-01-04,Paneer,Central,Supermarket,Fresh Dairy,6.015121663033317,43,10.6,231.23,149.38,81.85,Wholesale
2023-01-04,Flavored Milk,East,Supermarket,Beverage,2.4698179361897816,56,6.8,128.9,68.26,60.64,New
2023-01-04,Milk,East,Retail Store,Fresh Dairy,2.125550954439607,59,2.1,122.77,81.98,40.79,Regular
2023-01-04,Cream,South,Retail Store,Fresh Dairy,3.690296662266285,35,3.0,125.29,86.99,38.3,Regular
2023-01-04,Yogurt,Central,Supermarket,Fermented Dairy,2.7518387622580374,51,11.0,124.91,77.62,47.29,Wholesale
2023-01-04,Milk,South,Retail Store,Fresh Dairy,2.2441295521018083,64,8.2,131.85,81.98,49.87,Regular
2023-01-04,Milk,Central,Retail Store,Fresh Dairy,2.103732703364751,45,7.2,87.85,59.21,28.64,New
2023-01-04,Milk,North,Retail Store,Fresh Dairy,2.363224541977041,61,8.1,132.48,92.56,39.92,New
2023-01-04,Buttermilk,South,Retail Store,Beverage,1.5238708882727205,51,15.7,65.52,34.8,30.72,Regular
2023-01-04,Butter,East,Retail Store,Dairy Fat,4.6430379850518175,30,8.9,126.89,78.36,48.53,Wholesale
2023-01-04,Paneer,Central,Online,Fresh Dairy,6.2500002364775735,33,7.3,191.19,124.04,67.15,Wholesale
2023-01-05,Cream,East,Online,Fresh Dairy,3.767638221926031,29,12.8,95.28,67.38,27.9,Regular
2023-01-05,Curd,Central,Retail Store,Fermented Dairy,1.687138773768897,60,1.7,99.51,62.23,37.28,Regular
2023-01-05,Yogurt,Central,Supermarket,Fermented Dairy,2.7481290297138745,53,7.3,135.02,80.47,54.55,New
2023-01-05,Flavored Milk,South,Online,Beverage,2.315675728688379,38,7.7,81.22,40.31,40.91,New
2023-01-05,Yogurt,South,Supermarket,Fermented Dairy,2.6733824779780497,46,10.9,109.57,65.34,44.23,Regular
2023-01-05,Buttermilk,East,Supermarket,Beverage,1.440485054694011,84,8.8,110.35,57.39,52.96,Wholesale
2023-01-05,Butter,North,Retail Store,Dairy Fat,4.120430708126768,38,8.6,143.11,85.43,57.68,Regular
2023-01-05,Cheese,North,Supermarket,Processed Dairy,6.692818728364367,30,8.3,184.12,116.34,67.78,New
2023-01-05,Ghee,West,Supermarket,Dairy Fat,9.353283872817968,29,8.5,248.19,151.21,96.98,Regular
2023-01-05,Milk,West,Retail Store,Fresh Dairy,2.194715526879616,63,11.4,122.5,78.79,43.71,Regular
2023-01-05,Milk,East,Retail Store,Fresh Dairy,2.149919649133395,65,7.7,128.98,88.69,40.29,Wholesale
2023-01-05,Yogurt,North,Online,Fermented Dairy,3.0577970286401888,37,10.3,101.49,61.55,39.94,New
2023-01-05,Yogurt,Central,Supermarket,Fermented Dairy,2.786685218153517,51,4.5,135.73,75.8,59.93,Regular
2023-01-05,Flavored Milk,Central,Supermarket,Beverage,2.7296608369390474,51,0.7,138.24,74.66,63.58,Wholesale
2023-01-05,Yogurt,West,Retail Store,Fermented Dairy,2.9348315491325914,57,6.3,156.75,95.07,61.68,New
2023-01-05,Curd,South,Wholesale,Fermented Dairy,1.562304894934604,74,5.6,109.14,66.7,42.44,Wholesale
2023-01-05,Ghee,North,Retail Store,Dairy Fat,8.571197221924308,25,5.1,203.35,119.93,83.42,Regular
2023-01-05,Curd,East,Supermarket,Fermented Dairy,1.466134335316677,60,6.2,82.51,49.95,32.56,New
2023-01-05,Buttermilk,West,Supermarket,Beverage,1.369714225593514,52,12.2,62.54,31.09,31.45,Wholesale
2023-01-05,Curd,North,Supermarket,Fermented Dairy,1.5418282692417318,57,6.3,82.35,48.4,33.95,Wholesale
2023-01-05,Milk,Central,Wholesale,Fresh Dairy,2.1826239875749542,107,10.2,209.72,138.68,71.04,Regular
2023-01-05,Flavored Milk,South,Retail Store,Beverage,2.7336297347428657,45,7.0,114.4,64.16,50.24,Regular
2023-01-05,Curd,South,Supermarket,Fermented Dairy,1.7806905029692217,51,2.6,88.45,55.51,32.94,Wholesale
2023-01-05,Milk,East,Retail Store,Fresh Dairy,2.4547408897309944,56,8.9,125.23,84.64,40.59,Regular
2023-01-05,Cheese,South,Supermarket,Processed Dairy,6.076678320364397,43,16.3,218.71,132.71,86.0,Regular
2023-01-05,Cheese,North,Supermarket,Processed Dairy,6.615212623994145,46,12.1,267.48,177.01,90.47,New
2023-01-05,Milk,West,Supermarket,Fresh Dairy,2.235651863157093,75,14.8,142.86,99.97,42.89,New
2023-01-05,Curd,North,Online,Fermented Dairy,1.5934857106233347,48,13.4,66.24,39.55,26.69,New
2023-01-05,Curd,South,Supermarket,Fermented Dairy,1.5918602591350668,52,9.8,74.66,47.42,27.24,Regular
2023-01-05,Ghee,South,Online,Dairy Fat,8.398874045497212,19,0.2,159.26,84.84,74.42,Regular
2023-01-05,Flavored Milk,East,Retail Store,Beverage,2.429153069821096,42,4.1,97.84,50.23,47.61,New
2023-01-05,Curd,South,Retail Store,Fermented Dairy,1.6652974375819523,69,6.6,107.32,66.41,40.91,Regular
2023-01-05,Curd,East,Online,Fermented Dairy,1.756981813831445,51,3.5,86.47,51.98,34.49,Wholesale
2023-01-05,Paneer,South,Supermarket,Fresh Dairy,5.431299273079527,52,6.5,264.07,172.54,91.53,New
2023-01-05,Milk,West,Retail Store,Fresh Dairy,2.1394790917539335,65,14.0,119.6,84.22,35.38,Regular
2023-01-05,Yogurt,Central,Supermarket,Fermented Dairy,2.993665093779304,48,8.1,132.06,79.94,52.12,Regular
2023-01-05,Paneer,South,Supermarket,Fresh Dairy,5.9821842113484545,65,4.3,372.12,256.4,115.72,New
2023-01-05,Butter,West,Wholesale,Dairy Fat,4.463155724776789,59,7.6,243.31,145.97,97.34,Regular
2023-01-05,Cheese,North,Retail Store,Processed Dairy,6.385463748773076,33,9.1,191.54,130.95,60.59,Wholesale
2023-01-05,Flavored Milk,West,Supermarket,Beverage,2.8111440624844644,60,13.1,146.57,80.31,66.26,Regular
2023-01-05,Cream,South,Online,Fresh Dairy,3.3694068416195404,30,10.4,90.57,59.12,31.45,New
2023-01-05,Cheese,West,Supermarket,Processed Dairy,6.423711018228593,51,6.0,307.95,185.14,122.81,Wholesale
2023-01-05,Ghee,East,Retail Store,Dairy Fat,8.721597389428638,20,1.5,171.82,104.27,67.55,Wholesale
2023-01-05,Flavored Milk,North,Online,Beverage,2.638709114027316,48,12.4,110.95,62.65,48.3,Regular
2023-01-05,Paneer,South,Retail Store,Fresh Dairy,5.502029813051136,33,12.5,158.87,107.1,51.77,Regular
2023-01-05,Cheese,East,Retail Store,Processed Dairy,6.872758830901122,30,2.2,201.65,121.09,80.56,Wholesale
2023-01-05,Cheese,West,Supermarket,Processed Dairy,6.372142741792921,42,10.7,238.99,155.31,83.68,Regular
2023-01-05,Curd,North,Supermarket,Fermented Dairy,1.6246023968546628,65,8.1,97.05,53.42,43.63,Regular
2023-01-05,Cheese,East,Wholesale,Processed Dairy,6.387759675015669,62,13.5,342.58,203.18,139.4,Wholesale
2023-01-05,Cream,Central,Retail Store,Fresh Dairy,3.400418287272618,28,9.4,86.26,58.41,27.85,Regular
2023-01-05,Flavored Milk,Central,Supermarket,Beverage,2.287573056674655,62,0.0,141.83,74.38,67.45,New
2023-01-05,Cheese,Central,Retail Store,Processed Dairy,6.712444629111173,25,0.0,167.81,104.62,63.19,New
2023-01-05,Paneer,West,Wholesale,Fresh Dairy,6.130693888587611,54,10.2,297.29,206.97,90.32,Wholesale
2023-01-05,Cream,East,Online,Fresh Dairy,3.6134513522209617,24,9.7,78.31,53.61,24.7,Regular
2023-01-05,Paneer,Central,Retail Store,Fresh Dairy,5.5640811447724925,43,6.3,224.18,146.87,77.31,Regular
2023-01-05,Cream,East,Retail Store,Fresh Dairy,3.8150245334546433,27,6.9,95.9,64.28,31.62,New
